Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
601743-20260618-115341,2026-06-18,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Pending,GT Distributors,,2026,Jun,,,12559605; 61142814,,MAGGI PAZZTA Chsy Tom 80x68.5g IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938430092 24-05-2026 12559605 MAGGI PAZZTA Chsy Tom 80x68.5g IN 61142814PA 35 1 PS 13756 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260618-115341,601743,V S R Marketing Agency,BI-Damages,,,MAGGI PAZZTA Chsy Tom 80x68.5g IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Pazzta,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Thursday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260618-115624,2026-06-18,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,12559238; 60772814; 12589871; 61030455,,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938432380 05-06-2026 12559238 MAGGI 2-MIN Spicy Garlic 24x248g IN 60772814BC 100 24 13431 SHORTHAGE 938432380 05-06-2026 12589871 MAGGI 2-MINN Spicy Cheesy 24x304g IN 61030455KB 100 1 PS 13431 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260618-115624,601743,V S R Marketing Agency,BI-Stock Shortages,,,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,Not Available,4,Multiple 8 Digit Codes,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Thursday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260314-115857,2026-03-14,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,12579448; 60560453,,,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARK 938414549 13-03-2026 12579448 LACTOGEN PRO1 BIB 24x400g INNWPB176 IN 60560453K2 450 24 7301 SHORTHAGE,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,REMARK,,,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 1,601743-20260314-115857,601743,V S R Marketing Agency,BI-Stock Shortages,,,,Not Available,2,Multiple 8 Digit Codes,IN NSB : Lactogen 1,INFANT NUTRITION,NN,Exact Product Code Match | Not Available,2026-03,Saturday,11,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260314-120254,2026-03-14,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,12591613; 41680452; 12630049; 60350451; 13679901; 60340452,,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938412764 06-03-2026 12591613 NESCAFE Ice Roast 24x90g IN 41680452CD 495 24 7439 SHORTHAGE 938412764 06-03-2026 12630049 MAG Cuppa Spicy Manchu Ndls 48x70.5g IN 60350451AA 65 48 7439 SHORTHAGE 938412764 06-03-2026 13679901 MAGGI 2-MINN Masala 96x75g IN 60340452BA 15 2 7439 DAMAGE,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260314-120254,601743,V S R Marketing Agency,BI-Stock Shortages,,,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Not Available,6,Multiple 8 Digit Codes,IN C&B : Nescafe Classic Large Packs | IN CUL : Noodles Cup | IN CUL : Noodles,BEVERAGES | CULINARY,F&B,Exact Product Code Match | Not Available,2026-03,Saturday,11,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260302-121712,2026-03-02,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Closed,GT Distributors,,2026,Mar,,,12595301; 60060455,,MAGGI Sauce NONG 24x485g N1 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty REMARKS 938408893 19-02-2026 12595301 MAGGI Sauce NONG 24x485g N1 IN 60060455HA 113 1 DAMAGE,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260302-121712,601743,V S R Marketing Agency,BI-Damages,,,MAGGI Sauce NONG 24x485g N1 IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Sauces,CULINARY,F&B,Exact Product Code Match | Not Available,2026-03,Monday,10,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260302-122059,2026-03-02,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,12559238; 52602814; 13700494; 60400452,,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty REMARKS 938409972 24-02-2026 12559238 MAGGI 2-MIN Spicy Garlic 24x248g IN 52602814BA 100 24 SHORTHAGE 938409972 24-02-2026 13700494 NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN 60400452KA 2 312 PS SHORTHAGE,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 1,601743-20260302-122059,601743,V S R Marketing Agency,BI-Stock Shortages,,,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,Not Available,4,Multiple 8 Digit Codes,IN CUL : MAGGI NDLS - FLAVOURS | IN C&B : Nescafe Sunrise Small Packs,CULINARY | BEVERAGES,F&B,Exact Product Code Match | Not Available,2026-03,Monday,10,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260302-122300,2026-03-02,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,13463319; 53640452,,NESCAFE Sunrise Dawn Jar 15x190g TN IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty REMARKS LR NO 938405020 05-02-2026 13463319 NESCAFE Sunrise Dawn Jar 15x190g TN IN 53640452DA 620 15 SHORTHAGE 4919,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,938405020,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260302-122300,601743,V S R Marketing Agency,BI-Stock Shortages,,,NESCAFE Sunrise Dawn Jar 15x190g TN IN,Not Available,2,Multiple 8 Digit Codes,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,Exact Product Code Match | Not Available,2026-03,Monday,10,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260302-122441,2026-03-02,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,,12630049; 52200451,,MAG Cuppa Spicy Manchu Ndls 48x70.5g IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty REMARKS LR NO 938404076 02-02-2026 12630049 MAG Cuppa Spicy Manchu Ndls 48x70.5g IN 52200451AA 65 48 SHORTHAGE 4831,INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,938404076,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260302-122441,601743,V S R Marketing Agency,BI-Stock Shortages,,,MAG Cuppa Spicy Manchu Ndls 48x70.5g IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Noodles Cup,CULINARY,F&B,Exact Product Code Match | Not Available,2026-03,Monday,10,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260609-132746,2026-06-09,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,12571560,,,,"Subject: Short Receipt Against NV No. 959182890 Dated 30.05.2026 Dear Sir/Madam, With reference to NV No. 959182890 dated 30.05.2026, Product Code 12571560, Batch No. 61430455EC, the following discrepancy has been observed: Ordered/Invoice Item: MAGGI CHKN 24 x 284g RC, MRP ₹80/- – 1 Case Received Item: MAGGI 12 x 600g, MRP ₹116/- – 1 Case The invoiced item was not received, and a different product was supplied instead. Kindly arrange to rectify the discrepancy and do the needful at the ear",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260609-132746,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,,,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles Chicken,CULINARY,F&B,Exact Product Code Match,2026-06,Tuesday,24,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260525-150914,2026-05-25,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,May,,959181710,14503951,61260455KB,,,INV NO:959181710 DATED 23.05.2026 PRODUCT CODE:14503951 BATCH NO:61260455KB 1. MAGGI ATTA 16X435GRMS   -  17 CASES (SHORT) 2. MAGGI ATTA 24X290GRMS   -  17 CASES (EXCESS) PLEASE SOLVE THE PROBLEM KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,17 CASES,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260525-150914,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959181710,61260455KB,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles Value Added,CULINARY,F&B,Exact Product Code Match,2026-05,Monday,22,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260428-122807,2026-04-28,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Apr,,959176859,12614453,61050454X1,,220; 95,INV NO:959176859 DATED 27.04.2026 PRODUCT CODE:12614453 BATCH CODE:61050454X1 1. KIT TABLET DARK 10(6X150GRM)  MRP-220/-   3 CASES (SHORTAGE) 2. KITKAT Tablet Dark 12(12x50g)   MRP-95/-   3 CASES (EXCESS) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,3 CASES,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260428-122807,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959176859,61050454X1,,Not Available,1,Valid 8 Digit Code,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,Exact Product Code Match,2026-04,Tuesday,18,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260428-123350,2026-04-28,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Damages,Closed,GT Distributors,,2026,Apr,,959176722,14176172; 12567336,60161530MB; 60621530MA,,45,INV NO:959176722 DATED 26.04.2026 PRODUCT CODE:14176172 BATCH CODE:60161530MB 1. NESCAFE MOCHA 30X180ML MRP-45/- - 1 CASE(DAMAGHED) 2. PRODUCT CODE:12567336 BATCH CODE:60621530MA NESTLE MILO RTD MILLET 30X180ML MRP-45/- 1 CASE(DAMAGHE) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260428-123350,601738,V.G.Rajamani Agencies (P) LTD,BI-Damages,959176722,60161530MB; 60621530MA,,Not Available,2,Multiple 8 Digit Codes,IN SSD : Nescafe RTD Cold Coffee | IN SSD : MILO RTD,DAIRY,F&B,Exact Product Code Match,2026-04,Tuesday,18,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260424-130545,2026-04-24,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Apr,,959176144,12595301; 12601761,60970455HB; 60810451FA,,113,INV NO: 959176144 DATED 23.04.2026 PRODUCT CODE:12595301 BATCH NO:60970455HB 1. MAGGI SAUCE NONG 24X485 GRM MRP-113/   - 1 CASE (EXCESS) PRODUCT CODE:12601761 BATCH NO:60810451FA 2. MAGGI HOT&SWEET 24X500 GRM- 1 CASE (SHORT) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260424-130545,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959176144,60970455HB; 60810451FA,,Not Available,2,Multiple 8 Digit Codes,IN CUL : Sauces,CULINARY,F&B,Exact Product Code Match,2026-04,Friday,17,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260421-164659,2026-04-21,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Apr,,959175164,12726758,53590452LA,,,INV NO: 959175164 DATED 18.04.2026 PRODUCT CODE: 12726758 BATCH NO:53590452LA 1. MAGGI MASALA AE MAGIC SAC 60X72GRM  - 20 CASES SHORT EXPIRY(DEC-2025 TO AUG 2026) PLEASE RESOLVE THE PROBLEM KINDLY DO THE NEEDFUL.,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,20 CASES,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260421-164659,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959175164,53590452LA,,Not Available,1,Valid 8 Digit Code,IN CUL : Masala-ae-Magic,CULINARY,F&B,Exact Product Code Match,2026-04,Tuesday,17,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260416-154130,2026-04-16,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,959173974,13678304,60732814BA,,,INV NO:959173974 DATED 15.04.2026 PRODUCT CODE:13678304 BATCH CODE:60732814BA 1. MAGGI 2 MINUTES SPECIAL MASALA 24X300GRMS- 2 CASES SHORTAGE KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,2 CASES,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260416-154130,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,959173974,60732814BA,,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS-SpecialMasala,CULINARY,F&B,Exact Product Code Match,2026-04,Thursday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260416-154426,2026-04-16,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Apr,,959173974,12569960,52890455KA,,,INVOICE NO: 959173974 DATED 15.04.2026 PRODUCT CODE: 12569960 BATCH CODE: 52890455KA KOREQN BBG VEG 72X90G- 1 CASE  (OCT-2025 TO JUNE-2026) (SHORT EXPIRY) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260416-154426,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959173974,52890455KA,,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS - KOREAN,CULINARY,F&B,Exact Product Code Match,2026-04,Thursday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260416-154635,2026-04-16,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Excess Against Invoice Quantity,Closed,GT Distributors,,2026,Apr,,959173972,12614824,609304517A,,,INV NO:959173972 DATED 15.04.2026 PRODUCT CODE: 12614824 BATCH CODE:609304517A 1. EVERY DAY DW 384X15GRM - 1 CASE (EXCESS) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260416-154635,601738,V.G.Rajamani Agencies (P) LTD,BI-Excess Against Invoice Quantity,959173972,609304517A,,Not Available,1,Valid 8 Digit Code,IN SSD : EveryDay DW,DAIRY,F&B,Exact Product Code Match,2026-04,Thursday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260410-142912,2026-04-10,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Expiry / Bad Goods,Closed,GT Distributors,,2026,Apr,,959172232,12426635,60790451DK; 52760451DK,,,INV NO:959172232 DATED 04.04.2026 PRODUCT CODE:12426635 BATCH NO:60790451DK EVERYDAY DAIRY CREAMER 24X450GRM  - 1 CASE BUT RECEIVED BATCH NO:52760451DK OCT2025 TO MARCH  - 2026   - 1 CASE(EXPIRY STOCK RECEIVED) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260410-142912,601738,V.G.Rajamani Agencies (P) LTD,BI-Expiry / Bad Goods,959172232,60790451DK; 52760451DK,,Not Available,1,Valid 8 Digit Code,IN SSD : EveryDay DW - FS,NP,NP,Exact Product Code Match,2026-04,Friday,15,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260404-133316,2026-04-04,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Expiry / Bad Goods,Closed,GT Distributors,,2026,Apr,,959172130,12426635,60430451DK; 52760451DK,,390,INV NO:959172130 DATED 04.04.2026 PRODUCT CODE:12426635 BATCH NO:60430451DK 1.EVERYDAY DAIRY CREMER 24X450GRM-MRP-390/-   -  1 CASE RECEIVED PRODUCT CODE:12426635 BATCH NO:52760451DK OCT 2025 TO MARCH 2026 (EXPIRY STOCK RECEIVED) KINDLY SOLVE THE ABOVE DETAILS. KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260404-133316,601738,V.G.Rajamani Agencies (P) LTD,BI-Expiry / Bad Goods,959172130,60430451DK; 52760451DK,,Not Available,1,Valid 8 Digit Code,IN SSD : EveryDay DW - FS,NP,NP,Exact Product Code Match,2026-04,Saturday,14,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260306-140037,2026-03-06,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Mar,,959164855,12296327,52931530EA,,,INV NO:959164855 DATED 06.03.2026 PRODUCT CODE:12296327 BATCH NO:52931530EA NESTLE SLIM SKMD MILK 12X1LTR- 2 CASES (SHORT EXPIRY) 20/10/2025 TO 20/04/2026 KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-03,Q1,1,Closed,,,,,,,52931530 EA; 2 CASES,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260306-140037,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959164855,52931530EA,,Not Available,1,Valid 8 Digit Code,IN SSD : UHT Milk - Slim,DAIRY,F&B,Exact Product Code Match,2026-03,Friday,10,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260218-185719,2026-02-18,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,Closed,GT Distributors,,2026,Feb,,959161380,12606106,53240452DA,,,INV NO:959161380 DATED 18.02.2026 PRODUCT CODE:12606106 BATCH CODE:53240452DA 1. NESCAFE CLASSIC DAWN JAR 24X90GRM - 1 CASE (SHORTAGE) KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260218-185719,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,959161380,53240452DA,,Not Available,1,Valid 8 Digit Code,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,Exact Product Code Match,2026-02,Wednesday,8,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260212-194509,2026-02-12,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,Closed,GT Distributors,,2026,Feb,,959160053,12606197; 13680087,53400452DA; 60309939CA,,235; 58; 170,inv no: 959160053 DATED 11.02.2026 1. PRODUCT CODE:12606197 BATCH NO:53400452DA NESCAFE CLASSIC DAWN JAR 30X45G MRP-235/- = 5 CASES SHORTAGE 2. PRODUCT CODE:13680087 BATCH NO:60309939CA MAGGI MASALA 24X300GRM(RS.2/-OFF)- MRP-58/ = 1 CASE SHORTAGE 3. SUNRISE DAWN JAR 30X 45GRM   MRP-170/- = 5                  CASES(EXCESS),INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-02,Q1,1,Closed,,,,,,,2; 3,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260212-194509,601738,V.G.Rajamani Agencies (P) LTD,BI-Stock Shortages,959160053,53400452DA; 60309939CA,,Not Available,2,Multiple 8 Digit Codes,IN C&B : Nescafe Classic Large Packs | IN CUL : Noodles,BEVERAGES | CULINARY,F&B,Exact Product Code Match,2026-02,Thursday,7,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260122-153131,2026-01-22,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Jan,,959155443,12606782,52010452CA,,950; 870,INV NO:959155443 DATED 21.01.2026 PRODUCT CODE:12606782 BATCH NO:52010452CA 1. NESCAFE CLASSIC 6X180G RED MUG OFFER - 1 CASE MRP-950/ RECEIVED MRP - 870/- KINDLY CHANGE THE MRP KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260122-153131,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959155443,52010452CA,,Not Available,1,Valid 8 Digit Code,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,Exact Product Code Match,2026-01,Thursday,4,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601738-20260119-165259,2026-01-19,South Branch,L5 IN Tamil Nadu 2,B744,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,Closed,GT Distributors,,2026,Jan,,959154405,12606782,51090452CC,,920; 950,INV NO:959154405 DATED 17.01.2026 PRODUCT CODE: 12606782 BATCH CODE:51090452CC NESCAFE CLASSIC RED MUG OFFER 6X180G - MRP-920/- BUT RECEIVED THE MRP- RS.950/- KINDLY DO THE NEEDFUL,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,,,,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,601738-20260119-165259,601738,V.G.Rajamani Agencies (P) LTD,BI-Any other,959154405,51090452CC,,Not Available,1,Valid 8 Digit Code,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,Exact Product Code Match,2026-01,Monday,4,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
