Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
7459087-20260214-170920,2026-02-14,,14378778,60246640PA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260214-171015,2026-02-14,,13679901,60280455TA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260211-172800,2026-02-11,,13680299,60119939BA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260124-163518,2026-01-24,,12586404,53280455CB,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260121-124200,2026-01-21,,12629157,60070454B1,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260121-124400,2026-01-21,,12559238,52602814BA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260105-180255,2026-01-05,,12630048,52660451AA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260101-182140,2026-01-01,,12621098; 12629234,52230454UF; 53361519KA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6007542-20260325-133935,2026-03-25,959166516,60024176,12621099,6007542,Skantha Agencies Private Limited,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6007542-20260319-175344,2026-03-19,959165793,12629157,60610454B1,6007542,Skantha Agencies Private Limited,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260323-105538,2026-03-23,938416628,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260316-104609,2026-03-16,938415036,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260205-174837,2026-02-05,938404940,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260119-113122,2026-01-19,938400346,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260112-115905,2026-01-12,938398748,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601559-20260105-105035,2026-01-05,938395958,,,601559,Smruthi Sales,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-150555,2026-04-07,1365800034,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-151212,2026-04-07,1365800557,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-151640,2026-04-07,1365800542,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-152209,2026-04-07,1365800991,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-152630,2026-04-07,1365801222,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-153157,2026-04-07,"1365801389, 1365801390",,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601564-20260407-153450,2026-04-07,1365801988,,,601564,Sneha Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3030771-20260624-105942,2026-06-24,1365366947,12559592,61202814PA,3030771,Sony Traders,7793,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3030771-20260624-110119,2026-06-24,1365366946,12623517,61660452CF,3030771,Sony Traders,7793,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601572-20260321-125205,2026-03-21,1365801118,13718223,,601572,Southern Holdings,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6801093-20260216-154250,2026-02-16,959160906,,,6801093,SR Trading Company,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5962679-20260514-160023,2026-05-14,,12579448,60950453K1,5962679,Sree Abirami Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7005926-20260617-124051,2026-06-17,1366100343,14508794,,7005926,Sree Balaji Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7005926-20260312-144651,2026-03-12,1099836714,13680206,60290455KC,7005926,Sree Balaji Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7005926-20260312-145313,2026-03-12,1099839504,12579461,60060453T1,7005926,Sree Balaji Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7005926-20260212-153346,2026-02-12,1099829992,12601932,,7005926,Sree Balaji Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7327061-20260610-112054,2026-06-10,1099854501,13737115,,7327061,Sree Surya Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6863779-20260526-130437,2026-05-26,959179914,,61089939BA,6863779,Sri Amirtha Agency,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6863779-20260411-172154,2026-04-11,959173170,,60910454B1,6863779,Sri Amirtha Agency,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7557703-20260606-164257,2026-06-06,959183993,,13680087,7557703,Sri Annapuuranie Foods,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7557703-20260604-140155,2026-06-04,959183438,,12616536,7557703,Sri Annapuuranie Foods,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7090083-20260514-133328,2026-05-14,,12614433,,7090083,SRI DATTA AGENCIES,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7090083-20260128-092719,2026-01-28,1099832092,13797726,,7090083,SRI DATTA AGENCIES,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7227511-20260527-181525,2026-05-27,1099848721; 1099848723,12463609; 12230487,9728141B; 61040451JA,7227511,Sri Hanuman Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7227511-20260314-161200,2026-03-14,1099829772,13718181,53440454A1,7227511,Sri Hanuman Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7253085-20260602-213744,2026-06-02,938431265,14378778,,7253085,Sri Hari Hara Enterprises,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7253085-20260602-214651,2026-06-02,938425645,12601933,,7253085,Sri Hari Hara Enterprises,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7253085-20260508-114349,2026-05-08,938425647,12587374,,7253085,Sri Hari Hara Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5038599-20260512-153020,2026-05-12,959179091,,,5038599,Sri Harini Visalakshi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6151677-20260621-130413,2026-06-21,1366100615,,,6151677,Sri Jayalakshmi Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6151677-20260620-172311,2026-06-20,1366100075,,,6151677,Sri Jayalakshmi Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6151677-20260620-174050,2026-06-20,1366100512; 1366100514; 1366100511; 1366100516,12584920; 12616251; 14511910,,6151677,Sri Jayalakshmi Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601607-20260618-203108,2026-06-18,1366100453,,,601607,Sri Kameswara Agenices,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601607-20260111-130318,2026-01-11,1099830308,,,601607,Sri Kameswara Agenices,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4409276-20260624-184933,2026-06-24,,12726758,53590452LA,4409276,Sri Lakshman Trading Corporation,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4409276-20260504-175129,2026-05-04,,,,4409276,Sri Lakshman Trading Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4409276-20260421-201216,2026-04-21,,,14102109; 14378778; 13758152; 12617902; 13737115; 12956336,4409276,Sri Lakshman Trading Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4409276-20260421-201546,2026-04-21,,,13718181; 14504152; 106061580; 12956336,4409276,Sri Lakshman Trading Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4409276-20260417-132928,2026-04-17,,,,4409276,Sri Lakshman Trading Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7595920-20260613-111639,2026-06-13,1366100313,12608496,,7595920,Sri Lakshmi Ranga Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7354266-20260606-203502,2026-06-06,1099845004,,,7354266,Sri Lakshmi Srinivasa Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7198893-20260629-224730,2026-06-29,,,,7198893,Sri Lakshmi Srinivasa Distributors,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7198893-20260511-160510,2026-05-11,1099849333,,,7198893,Sri Lakshmi Srinivasa Distributors,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7198893-20260318-152254,2026-03-18,1099839325,12497672,60270453J1,7198893,Sri Lakshmi Srinivasa Distributors,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7198893-20260120-134804,2026-01-20,1099831406,13767984,60051519GA,7198893,Sri Lakshmi Srinivasa Distributors,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7031803-20260529-163543,2026-05-29,1099853049,,,7031803,Sri Lalithambica Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7031803-20260523-201429,2026-05-23,1099841907,12629157,60670454B1,7031803,Sri Lalithambica Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7031803-20260523-202155,2026-05-23,1099826076,12448239,51091530KA,7031803,Sri Lalithambica Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
